customer_id,gender,is_senior,has_partner,has_dependents,months_as_customer,has_phone_service,has_multiple_lines,primary_product,has_security_product,has_backup_product,has_protection_plan,has_support_plan,has_streaming_tv,has_streaming_movies,account_type,is_paperless,payment_method,monthly_transaction_volume,total_transaction_volume,churned,revenue_per_month,charge_consistency,is_high_value,is_early_stage,tenure_group,product_adoption_score,is_multi_product,is_autopay
8847-GEOOQ,Male,0,1,0,60,0,No phone service,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),60.2,3582.4,0,59.71,1.0082,0,0,loyal,5,1,1
0256-LTHVJ,Female,0,1,1,28,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,2227.1,1,79.54,1.019,0,0,established,1,0,0
4785-FCIFB,Female,0,1,0,61,1,Yes,No,0,0,0,0,0,0,Two year,0,Mailed check,24.4,1417.9,0,23.24,1.0499,0,0,loyal,0,0,0
8313-NDOIA,Female,0,0,0,24,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.15,2494.65,0,103.94,1.002,1,0,growing,4,1,0
5149-CUZUJ,Male,0,1,1,28,1,No,Fiber optic,0,1,1,1,1,0,One year,0,Bank transfer (automatic),92.9,2768.35,0,98.87,0.9396,1,0,established,4,1,1
0942-KOWSM,Female,0,1,1,30,1,No,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),80.8,2369.3,0,78.98,1.023,0,0,established,5,1,1
4237-CLSMM,Male,0,1,0,2,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,38.0,0,19.0,1.0526,0,1,early,0,0,0
1452-VOQCH,Male,0,0,0,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.1,75.1,0,75.1,1.0,0,1,early,0,0,0
4719-UMSIY,Male,0,0,1,6,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,100.9,0,16.82,1.1683,0,1,early,0,0,0
6614-VBEGU,Female,0,1,0,24,1,No,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),69.45,1614.05,0,67.25,1.0327,0,0,growing,3,1,1
0880-TKATG,Male,0,1,1,4,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,101.15,385.9,1,96.48,1.0484,1,1,early,3,1,0
3811-VBYBZ,Male,0,0,0,7,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,673.25,1,96.18,1.0376,1,1,early,3,1,0
1480-BKXGA,Male,1,1,0,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8404.9,0,116.73,0.9942,1,0,loyal,6,1,1
2996-XAUVF,Male,0,0,0,70,0,No phone service,DSL,0,0,0,1,0,1,Two year,1,Mailed check,40.05,2799.75,0,40.0,1.0012,0,0,loyal,2,0,0
9076-AXYIK,Male,1,1,0,64,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,102.1,6538.45,0,102.16,0.9994,1,0,loyal,4,1,0
5968-XQIVE,Male,0,1,1,72,1,Yes,Fiber optic,0,1,0,0,1,0,One year,1,Electronic check,89.7,6588.95,0,91.51,0.9802,0,0,loyal,2,0,0
8896-RAZCR,Female,0,0,1,44,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,868.1,0,19.73,1.0086,0,0,established,0,0,0
4640-UHDOS,Female,0,1,1,13,1,No,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,55.95,734.35,1,56.49,0.9904,0,0,growing,1,0,0
4933-IKULF,Female,1,0,0,17,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,330.6,0,19.45,1.0617,0,0,growing,0,0,0
3583-EKAPL,Male,0,0,0,1,1,No,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.0,55.0,1,55.0,1.0,0,1,early,1,0,0
1304-BCCFO,Male,0,1,0,9,1,No,DSL,0,0,1,0,1,1,Month-to-month,1,Mailed check,70.05,564.4,0,62.71,1.117,0,1,early,3,1,0
4104-PVRPS,Male,0,1,0,24,1,No,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.6,1315.35,0,54.81,0.9779,0,0,growing,2,0,0
9399-APLBT,Female,0,1,1,1,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74.7,1,74.7,1.0,0,1,early,1,0,0
2359-KMGLI,Male,0,0,0,24,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.25,1861.5,1,77.56,1.0347,0,0,growing,1,0,0
3780-DDGSE,Male,1,1,1,35,1,No,DSL,0,1,0,1,1,1,Month-to-month,1,Electronic check,76.05,2747.2,0,78.49,0.9689,0,0,established,4,1,0
4431-EDMIQ,Female,0,1,1,7,1,No,DSL,1,1,1,1,1,0,Month-to-month,1,Electronic check,75.7,554.05,0,79.15,0.9564,0,1,early,5,1,0
0306-JAELE,Male,0,0,0,5,1,No,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.1,453.4,1,90.68,1.0598,1,1,early,3,1,0
6227-HWPWX,Female,0,0,1,15,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.0,994.8,1,66.32,1.0404,0,0,growing,0,0,1
0486-LGCCH,Male,0,1,1,11,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,225.75,0,20.52,0.9576,0,1,early,0,0,0
0447-BEMNG,Female,0,1,0,48,0,No phone service,DSL,1,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2145.0,1,44.69,1.0136,0,0,established,3,1,1
4612-SSVHJ,Female,1,0,0,20,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.45,1671.6,0,83.58,0.9745,0,0,growing,1,0,0
5168-MQQCA,Female,0,1,0,72,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),108.5,8003.8,0,111.16,0.9761,1,0,loyal,5,1,1
5949-XIKAE,Female,0,1,1,8,1,No,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,83.55,680.05,1,85.01,0.9828,0,1,early,2,0,0
7971-HLVXI,Male,0,1,1,72,1,Yes,Fiber optic,0,0,0,0,0,1,Two year,1,Credit card (automatic),84.5,6130.85,0,85.15,0.9924,0,0,loyal,1,0,1
9094-AZPHK,Female,0,0,0,15,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.15,1415.0,0,94.33,1.0617,1,0,growing,3,1,0
3649-JPUGY,Male,0,0,0,72,1,Yes,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),88.6,6201.95,0,86.14,1.0286,0,0,loyal,5,1,1
4472-LVYGI,Female,0,1,1,0,0,No phone service,DSL,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),52.55,52.55,0,52.55,1.0,0,1,early,4,1,1
8372-JUXUI,Male,0,0,1,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,74.35,1,74.35,1.0,0,1,early,0,0,0
3552-CTCYF,Male,0,1,1,63,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.8,6597.25,0,104.72,1.0008,1,0,loyal,4,1,1
6778-YSNIH,Female,0,0,0,2,1,No,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,59.0,114.15,0,57.08,1.0336,0,1,early,2,0,0
0388-EOPEX,Female,0,1,0,2,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,139.4,1,69.7,1.0674,0,1,early,1,0,0
5756-OZRIO,Male,1,1,0,61,1,Yes,DSL,0,1,0,0,0,1,One year,0,Bank transfer (automatic),64.05,3902.6,0,63.98,1.0011,0,0,loyal,2,0,1
6579-JPICP,Male,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20.4,0,20.4,1.0,0,1,early,0,0,0
8205-OTCHB,Male,0,0,0,22,0,No phone service,DSL,0,1,1,0,0,1,One year,1,Bank transfer (automatic),43.75,903.6,1,41.07,1.0653,0,0,growing,3,1,1
4134-BSXLX,Male,0,1,0,28,1,No,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,60.9,1785.65,0,63.77,0.955,0,0,established,3,1,0
0505-SPOOW,Female,0,1,0,70,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.8,1397.65,0,19.97,0.9915,0,0,loyal,0,0,1
6235-VDHOM,Female,1,0,0,5,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,28.45,131.05,1,26.21,1.0855,0,1,early,1,0,0
7783-YKGDV,Female,0,0,0,12,1,Yes,Fiber optic,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),99.7,1238.45,1,103.2,0.9661,1,1,early,4,1,1
4374-YMUSQ,Male,0,0,0,34,1,Yes,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),116.25,3899.05,0,114.68,1.0137,1,0,established,6,1,1
4513-CXYIX,Female,1,1,0,71,1,Yes,Fiber optic,1,0,0,0,0,0,Two year,1,Credit card (automatic),80.7,5676.0,0,79.94,1.0095,0,0,loyal,1,0,1
3957-HHLMR,Female,0,1,1,70,1,Yes,DSL,1,0,0,0,0,1,One year,0,Bank transfer (automatic),65.2,4543.15,0,64.9,1.0046,0,0,loyal,2,0,1
7803-XOCCZ,Female,0,1,1,52,1,No,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),84.05,4326.8,0,83.21,1.0101,0,0,loyal,3,1,1
5736-YEJAX,Male,0,0,1,69,1,Yes,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.45,5502.55,0,79.75,0.9962,0,0,loyal,5,1,1
5609-CEBID,Female,1,0,0,20,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.1,1782.4,1,89.12,1.0559,1,0,growing,3,1,0
8981-FJGLA,Male,0,0,1,11,1,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,78.0,851.8,0,77.44,1.0072,0,1,early,1,0,0
7218-HKQFK,Male,0,1,0,2,1,No,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.2,167.5,1,83.75,1.1248,1,1,early,3,1,0
4636-QRJKY,Female,0,1,1,6,1,Yes,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,502.85,1,83.81,0.9605,0,1,early,1,0,0
1135-LMECX,Female,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,19.85,0,19.85,1.0,0,1,early,0,0,0
4332-MUOEZ,Male,1,1,1,20,1,No,Fiber optic,1,0,1,1,0,1,One year,0,Credit card (automatic),94.3,1818.3,0,90.92,1.0372,1,0,growing,4,1,1
8535-SFUTN,Male,0,0,0,61,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,106.45,6300.15,0,103.28,1.0307,1,0,loyal,4,1,0
5956-VKDTT,Female,1,1,0,5,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,334.8,1,66.96,1.1104,0,1,early,0,0,0
8677-HDZEE,Female,0,0,0,56,1,Yes,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),105.45,5916.95,0,105.66,0.998,1,0,loyal,4,1,1
2475-MROZF,Male,0,0,0,30,1,Yes,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.0,2852.4,0,95.08,0.9992,1,0,established,4,1,1
9412-GHEEC,Male,0,0,0,40,1,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),104.8,4131.95,1,103.3,1.0145,1,0,established,4,1,1
3482-ABPKK,Female,0,0,0,28,1,No,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.3,1546.3,0,55.22,0.9833,0,0,established,2,0,0
6705-LXORM,Female,1,1,0,5,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.05,302.6,0,60.52,1.1575,0,1,early,0,0,0
0257-ZESQC,Female,1,1,0,27,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.2,1929.35,1,71.46,1.0523,0,0,established,1,0,1
7531-GQHME,Male,0,0,0,12,1,No,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,265.45,0,22.12,0.9064,0,1,early,0,0,1
5174-ITUMV,Male,0,1,1,67,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.4,6989.45,0,104.32,1.0104,1,0,loyal,4,1,0
4109-CYRBD,Male,1,1,0,29,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.6,1442.0,0,49.72,1.0378,0,0,established,0,0,0
0913-XWSCN,Male,0,1,1,55,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),85.5,4713.4,0,85.7,0.9977,0,0,loyal,1,0,1
6825-UYPFK,Female,0,0,0,23,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.6,1758.6,1,76.46,0.9888,0,0,growing,0,0,1
8397-MVTAZ,Male,0,1,0,34,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3480.0,1,102.35,0.9775,1,0,established,3,1,0
0750-EBAIU,Male,0,0,0,52,1,No,Fiber optic,1,0,1,0,1,0,One year,0,Electronic check,91.25,4738.3,0,91.12,1.0014,1,0,loyal,3,1,0
8606-CIQUL,Male,1,1,1,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.75,8399.15,0,116.65,0.9923,1,0,loyal,6,1,1
3571-DPYUH,Male,0,1,1,58,1,Yes,Fiber optic,0,1,0,1,1,0,One year,1,Credit card (automatic),94.7,5430.35,0,93.63,1.0114,1,0,loyal,3,1,1
7601-GNDYK,Male,0,1,1,35,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,686.95,0,19.63,0.9985,0,0,established,0,0,0
0356-OBMAC,Female,1,0,0,56,1,Yes,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706.3,0,101.9,0.9804,1,0,loyal,4,1,1
8067-NIOYM,Female,0,1,1,24,1,No,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),21.1,490.65,0,20.44,1.0323,0,0,growing,0,0,1
1403-GYAFU,Male,0,1,1,70,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.05,1360.25,0,19.43,1.0319,0,0,loyal,0,0,1
4234-XTNEA,Male,0,0,0,2,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,174.45,0,87.22,0.9166,0,1,early,1,0,0
1297-VQDRP,Male,1,1,1,68,1,Yes,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),107.15,7379.8,0,108.53,0.9873,1,0,loyal,4,1,1
9282-IZGQK,Female,0,0,0,1,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,85.0,1,85.0,1.0,0,1,early,1,0,0
5348-CAGXB,Male,0,0,0,12,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.55,1021.75,0,85.15,1.0517,0,1,early,2,0,0
0621-HJWXJ,Female,0,1,0,63,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),81.55,5029.05,0,79.83,1.0215,0,0,loyal,1,0,1
5844-QVTAT,Female,0,1,1,33,1,No,DSL,1,1,1,0,0,0,One year,1,Mailed check,58.45,1955.4,0,59.25,0.9865,0,0,established,3,1,0
8905-IAZPF,Female,0,1,0,69,1,No,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),95.65,6744.2,0,97.74,0.9786,1,0,loyal,3,1,1
5394-MEITZ,Female,0,1,1,60,1,No,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.6,4946.7,0,82.44,0.9777,0,0,loyal,5,1,1
6859-QNXIQ,Female,0,1,1,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.1,8248.5,0,114.56,0.9873,1,0,loyal,6,1,1
2782-LFZVW,Female,0,0,0,11,1,Yes,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,58.95,601.6,0,54.69,1.0779,0,1,early,1,0,0
2866-IKBTM,Female,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,0,19.55,1.0,0,1,early,0,0,0
1342-JPNKI,Male,0,0,0,10,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),86.05,834.1,1,83.41,1.0317,0,1,early,1,0,1
2817-NTQDO,Male,0,0,0,13,0,No phone service,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),45.55,597.0,1,45.92,0.9919,0,0,growing,3,1,1
7129-AZJDE,Male,0,1,1,34,1,No,Fiber optic,0,0,0,0,0,1,One year,1,Bank transfer (automatic),78.95,2647.2,0,77.86,1.014,0,0,established,1,0,1
6986-IJDHX,Male,0,1,1,39,1,No,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,86.3,3266.0,1,83.74,1.0306,0,0,established,2,0,0
2560-PPCHE,Female,0,0,0,65,1,Yes,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),105.05,6744.25,0,103.76,1.0124,1,0,loyal,4,1,1
4676-MQUEA,Male,1,1,0,50,1,Yes,Fiber optic,1,1,1,0,1,0,One year,1,Bank transfer (automatic),101.9,5265.5,0,105.31,0.9676,1,0,loyal,4,1,1
8138-EALND,Male,0,0,0,15,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,311.6,0,20.77,0.9509,0,0,growing,0,0,0
3580-HYCSP,Male,0,1,1,72,1,Yes,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),110.3,7966.9,0,110.65,0.9968,1,0,loyal,5,1,1
1352-HNSAW,Female,0,1,1,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),115.6,8220.4,0,114.17,1.0125,1,0,loyal,6,1,1
2075-PUEPR,Male,0,1,1,55,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153.25,0,20.97,0.9227,0,0,loyal,0,0,1
1982-FEBTD,Female,0,1,1,23,1,Yes,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.6,514.75,0,22.38,1.1439,0,0,growing,0,0,1
5301-GAUUY,Male,0,0,0,32,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.35,2596.15,1,81.13,0.9904,0,0,established,1,0,1
5791-KAJFD,Female,0,1,1,56,1,Yes,DSL,1,0,1,0,0,1,One year,1,Bank transfer (automatic),68.75,3808.0,0,68.0,1.011,0,0,loyal,3,1,1
2654-VBVPB,Female,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0,19.9,1.0,0,1,early,0,0,1
1154-HYWWO,Male,0,0,0,38,1,No,DSL,1,1,0,1,1,0,One year,0,Mailed check,70.6,2708.2,0,71.27,0.9906,0,0,established,4,1,0
2501-XWWTZ,Male,0,0,0,11,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,760.05,0,69.1,1.0159,0,1,early,0,0,0
3716-UVSPD,Male,0,0,0,1,1,No,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.3,49.3,0,49.3,1.0,0,1,early,1,0,0
6815-ABQFQ,Male,0,1,0,56,1,Yes,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,107.25,6033.3,0,107.74,0.9955,1,0,loyal,4,1,0
7343-EOBEU,Male,0,1,0,3,1,Yes,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,23.6,89.05,0,29.68,0.7951,0,1,early,0,0,0
3701-SFMUH,Male,0,1,1,7,1,No,DSL,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),69.7,516.15,0,73.74,0.9452,0,1,early,3,1,1
6103-LIANB,Male,0,1,1,59,1,Yes,Fiber optic,0,0,1,0,1,1,Two year,1,Credit card (automatic),99.5,5861.75,0,99.35,1.0015,1,0,loyal,3,1,1
7319-VENRZ,Male,0,0,0,7,1,No,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),64.3,445.95,0,63.71,1.0093,0,1,early,3,1,1
5846-NEQVZ,Male,0,1,1,71,1,No,DSL,1,0,1,1,0,1,Two year,1,Credit card (automatic),70.85,4973.4,0,70.05,1.0114,0,0,loyal,4,1,1
6967-QIQRV,Male,0,1,1,15,1,No,Fiber optic,1,0,0,1,1,1,One year,0,Electronic check,101.9,1667.25,0,111.15,0.9168,1,0,growing,4,1,0
5781-RFZRP,Male,0,1,0,71,1,Yes,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.5,5357.75,0,75.46,0.974,0,0,loyal,4,1,1
0939-YAPAF,Female,0,0,0,35,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.25,3527.6,1,100.79,0.9946,1,0,established,3,1,0
0308-IVGOK,Female,0,0,0,11,0,No phone service,DSL,0,1,1,1,0,0,One year,1,Credit card (automatic),40.4,422.6,0,38.42,1.0515,0,1,early,3,1,1
7293-LSCDV,Female,0,1,1,60,1,No,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.25,1103.25,0,18.39,1.0468,0,0,loyal,0,0,1
7025-WCBNE,Male,1,0,0,47,1,Yes,DSL,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),59.6,2754.0,0,58.6,1.0171,0,0,established,2,0,1
5756-JYOJT,Female,0,0,0,11,1,No,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),64.9,697.25,0,63.39,1.0238,0,1,early,3,1,1
4710-FDUIZ,Male,0,1,0,56,1,Yes,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),100.3,5614.45,1,100.26,1.0004,1,0,loyal,3,1,1
6030-REHUX,Female,1,1,0,28,1,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,110.85,3204.4,0,114.44,0.9686,1,0,established,5,1,0
9548-LIGTA,Male,0,1,0,61,1,No,DSL,1,1,0,1,1,1,Two year,1,Mailed check,81.05,4747.65,0,77.83,1.0414,0,0,loyal,5,1,0
5150-LJNSR,Male,0,1,1,31,1,Yes,Fiber optic,1,0,1,0,1,0,One year,0,Bank transfer (automatic),98.05,3082.1,0,99.42,0.9862,1,0,established,3,1,1
8270-RKSAP,Male,0,0,0,9,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.5,597.9,0,66.43,1.0613,0,1,early,0,0,0
6522-YRBXD,Male,1,1,0,35,1,Yes,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,94.55,3365.4,0,96.15,0.9834,1,0,established,3,1,0
2640-LYMOV,Male,0,0,0,2,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.65,38.8,0,19.4,1.0129,0,1,early,0,0,0
1218-VKFPE,Female,0,1,1,12,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.0,233.55,1,19.46,0.9764,0,1,early,0,0,0
3627-FHKBK,Female,0,0,0,1,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Mailed check,75.3,75.3,1,75.3,1.0,0,1,early,1,0,0
2865-TCHJW,Female,1,0,0,4,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,346.2,1,86.55,1.0306,0,1,early,2,0,0
1423-BMPBQ,Female,0,1,1,1,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.0,19.0,0,19.0,1.0,0,1,early,0,0,0
2393-DIVAI,Female,0,0,0,3,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.0,61.7,0,20.57,0.9723,0,1,early,0,0,0
5192-EBGOV,Female,1,0,0,1,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.7,85.7,1,85.7,1.0,0,1,early,1,0,0
4568-KNYWR,Male,0,0,0,52,1,No,DSL,1,1,0,0,1,0,Two year,1,Credit card (automatic),63.25,3342.45,0,64.28,0.984,0,0,loyal,3,1,1
8752-IMQOS,Male,0,1,1,5,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,85.1,0,17.02,1.181,0,1,early,0,0,0
0742-LAFQK,Male,0,1,0,72,1,Yes,Fiber optic,1,1,1,0,0,1,Two year,1,Electronic check,99.15,7422.1,0,103.08,0.9619,1,0,loyal,4,1,0
0795-LAFGP,Male,0,1,1,71,1,Yes,DSL,1,1,1,1,1,1,Two year,0,Electronic check,90.4,6668.05,0,93.92,0.9625,1,0,loyal,6,1,0
0619-OLYUR,Male,0,1,0,72,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),111.9,8071.05,0,112.1,0.9982,1,0,loyal,5,1,1
5512-IDZEI,Male,0,1,1,46,1,Yes,No,0,0,0,0,0,0,One year,0,Electronic check,24.9,1174.8,0,25.54,0.9749,0,0,established,0,0,0
0459-SPZHJ,Male,0,1,1,63,1,Yes,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),83.5,5435.0,0,86.27,0.9679,0,0,loyal,5,1,1
0215-BQKGS,Male,0,0,0,30,1,No,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),84.3,2438.6,0,81.29,1.037,0,0,established,3,1,1
9244-ZVAPM,Male,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.6,45.6,0,45.6,1.0,0,1,early,0,0,0
0719-SYFRB,Female,0,0,0,12,1,Yes,DSL,1,0,1,1,0,0,Month-to-month,1,Mailed check,61.65,713.75,1,59.48,1.0365,0,1,early,3,1,0
8208-EUMTE,Male,0,0,0,16,0,No phone service,DSL,1,1,1,1,1,0,Two year,0,Mailed check,54.85,916.15,0,57.26,0.9579,0,0,growing,5,1,0
5172-MIGPM,Male,0,0,0,4,1,Yes,DSL,0,0,0,1,0,1,Month-to-month,0,Mailed check,65.55,237.2,0,59.3,1.1054,0,1,early,2,0,0
1710-RCXUS,Male,0,1,0,51,1,Yes,Fiber optic,0,1,0,0,0,1,One year,1,Credit card (automatic),90.35,4614.55,0,90.48,0.9986,1,0,loyal,2,0,1
0374-FIUCA,Male,0,1,0,65,1,No,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.4,1414.45,0,21.76,0.9375,0,0,loyal,0,0,1
5839-SUYVZ,Male,0,0,0,16,1,No,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),74.55,1170.5,0,73.16,1.019,0,0,growing,1,0,1
5173-ZXXXL,Male,0,0,0,2,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,47.7,0,23.85,0.8365,0,1,early,0,0,0
1096-ADRUX,Female,0,1,1,66,1,Yes,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),74.25,4859.25,0,73.62,1.0086,0,0,loyal,0,0,1
2001-MCUUW,Male,0,0,0,46,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.65,4903.2,0,106.59,1.0193,1,0,established,5,1,0
2731-GJRDG,Female,0,0,0,32,1,Yes,Fiber optic,1,0,1,1,1,1,One year,1,Bank transfer (automatic),109.55,3608.0,0,112.75,0.9716,1,0,established,5,1,1
